caseid,task,user,end_timestamp,role,dur,ac_index,rl_index,dur_norm
1-433309965,Accepted-Assigned,Y,Thu Apr 07 12:39:17 CEST 2011,Rolle 1,26,3,2,0.126785698313415
1-433309965,Accepted-In Progress,Y,Thu Apr 07 13:07:06 CEST 2011,Rolle 1,1669,2,2,0.2854580844448474
1-433309965,Accepted-Wait,Y,Thu Apr 07 13:08:47 CEST 2011,Rolle 1,101,5,2,0.17791548297221926
1-433309965,Accepted-In Progress,Y,Thu Apr 07 17:03:00 CEST 2011,Rolle 1,14053,2,2,0.36739906807184586
1-433309965,Queued-Awaiting Assignment,Carolyn,Thu Apr 07 17:06:20 CEST 2011,Rolle 1,200,1,2,0.20400985955120626
1-433309965,Accepted-In Progress,Santhosh,Fri Apr 08 15:26:24 CEST 2011,Rolle 1,80404,2,2,0.4344945382069389
1-433309965,Accepted-Assigned,Carolyn,Fri Apr 08 15:28:35 CEST 2011,Rolle 1,131,3,2,0.1878337662481821
1-433309965,Accepted-In Progress,Ewa,Thu Feb 02 22:15:47 CET 2012,Rolle 1,25948032,2,2,0.656718042283909
1-433309965,Completed-Closed,Ewa,Thu Feb 02 22:19:29 CET 2012,Rolle 1,222,4,2,0.20800545561476094
1-433710534,Queued-Awaiting Assignment,Ing-Marie,Tue Dec 28 02:59:29 CET 2010,Rolle 1,0,1,2,0.0
1-433710534,Queued-Awaiting Assignment,Minhwan,Thu Feb 03 10:30:57 CET 2011,Rolle 1,3223888,1,2,0.5764918283167293
1-433710534,Accepted-Assigned,Jinhyo,Fri Mar 11 00:58:59 CET 2011,Rolle 1,3076082,3,2,0.5746864521580648
1-433710534,Queued-Awaiting Assignment,Ing-Marie,Fri Jun 24 03:20:44 CEST 2011,Rolle 1,9076905,1,2,0.6163122399024664
1-433710534,Accepted-In Progress,Veeraraghavendra,Fri Jun 24 05:49:18 CEST 2011,Rolle 1,8914,2,2,0.34988931954779406
1-433710534,Completed-Closed,Veeraraghavendra,Wed Feb 01 12:28:56 CET 2012,Rolle 1,19208378,4,2,0.6451486894762215
1-433910332,Accepted-In Progress,Ian,Tue Dec 28 14:28:04 CET 2010,Rolle 1,0,2,2,0.0
1-433910332,Accepted-Wait,Ian,Tue Dec 28 14:28:11 CET 2010,Rolle 1,7,5,2,0.07999286939326805
1-433910332,Accepted-Wait,Ian,Mon Jan 03 08:41:42 CET 2011,Rolle 1,497611,5,2,0.5046126652576224
1-433910332,Accepted-In Progress,Ian,Fri Jan 28 16:48:20 CET 2011,Rolle 1,2189198,2,2,0.5616025163737085
1-433910332,Accepted-Wait,Ian,Thu Mar 31 10:34:29 CEST 2011,Rolle 1,5330769,5,2,0.595837886871657
1-433910332,Accepted-In Progress,Ian,Wed Apr 06 13:16:21 CEST 2011,Rolle 1,528112,2,2,0.5069011380197257
1-433910332,Accepted-Assigned,Ian,Wed Jun 29 16:04:50 CEST 2011,Rolle 1,7267709,3,2,0.6077610084716653
1-433910332,Accepted-Assigned,Peter,Mon Aug 15 15:28:38 CEST 2011,Rolle 1,4058628,3,2,0.5853494493301891
1-433910332,Accepted-In Progress,Peter,Fri Sep 09 12:59:20 CEST 2011,Rolle 1,2151042,2,2,0.56092613032864
1-433910332,Accepted-In Progress,Andrew,Thu May 17 12:45:05 CEST 2012,Rolle 1,21685545,2,2,0.649814886680503
1-433910332,Completed-Closed,Andrew,Thu May 17 12:45:59 CEST 2012,Rolle 1,54,4,2,0.15415585082649325
1-434419581,Accepted-In Progress,Carolyn,Thu Dec 30 10:45:20 CET 2010,Rolle 1,0,2,2,0.0
1-434419581,Queued-Awaiting Assignment,Carolyn,Thu Dec 30 10:56:11 CET 2010,Rolle 1,651,1,2,0.2492771967448582
1-434419581,Accepted-In Progress,Padmanabha,Thu Dec 30 11:03:45 CET 2010,Rolle 1,454,2,2,0.23543828584216958
1-434419581,Accepted-Assigned,Carolyn,Thu Dec 30 11:06:23 CET 2010,Rolle 1,158,3,2,0.19499283037677254
1-434419581,Accepted-In Progress,Ewa,Mon Feb 06 16:07:59 CET 2012,Rolle 1,34837296,2,2,0.668050565748292
1-434419581,Completed-Closed,Ewa,Mon Feb 06 16:12:29 CET 2012,Rolle 1,270,4,2,0.21550476422731565
1-434892089,Accepted-In Progress,Fredrik,Mon Jan 03 12:13:54 CET 2011,Rolle 1,0,2,2,0.0
1-434892089,Accepted-Wait,Fredrik,Mon Jan 03 12:18:45 CET 2011,Rolle 1,291,5,2,0.21837585543075613
1-434892089,Accepted-In Progress,Fredrik,Mon Jun 27 12:32:42 CEST 2011,Rolle 1,15117237,2,2,0.6359350788042163
1-434892089,Accepted-Wait,Fredrik,Mon Jun 27 12:32:59 CEST 2011,Rolle 1,17,5,2,0.111188088673366
1-434892089,Accepted-Wait,Fredrik,Mon Jun 27 12:34:53 CEST 2011,Rolle 1,114,5,2,0.18253013052603645
1-434892089,Completed-Closed,Fredrik,Thu Jan 12 13:31:37 CET 2012,Rolle 1,17200604,4,2,0.6409016956623269
1-435824991,Accepted-In Progress,Carolyn,Wed Jan 05 22:06:32 CET 2011,Rolle 1,0,2,2,0.0
1-435824991,Queued-Awaiting Assignment,Carolyn,Wed Jan 05 22:21:19 CET 2011,Rolle 1,887,1,2,0.2611611430600988
1-435824991,Accepted-In Progress,Padmanabha,Thu Jan 06 10:17:16 CET 2011,Rolle 1,42957,2,2,0.4103804639811067
1-435824991,Accepted-Assigned,Carolyn,Thu Jan 06 10:20:30 CET 2011,Rolle 1,194,3,2,0.20284406007307385
1-435824991,Accepted-In Progress,Ewa,Mon Feb 06 16:12:42 CET 2012,Rolle 1,34235532,2,2,0.6673802730380906
1-435824991,Completed-Closed,Ewa,Mon Feb 06 16:17:25 CET 2012,Rolle 1,283,4,2,0.21730721897290023
1-435825107,Accepted-In Progress,Carolyn,Wed Jan 05 22:24:55 CET 2011,Rolle 1,0,2,2,0.0
1-435825107,Queued-Awaiting Assignment,Carolyn,Wed Jan 05 22:25:49 CET 2011,Rolle 1,54,1,2,0.15415585082649325
1-435825107,Accepted-In Progress,Padmanabha,Thu Jan 06 10:24:26 CET 2011,Rolle 1,43117,2,2,0.4105234761395371
1-435825107,Accepted-Assigned,Carolyn,Thu Jan 06 10:24:39 CET 2011,Rolle 1,13,3,2,0.10152041500465675
1-435825107,Accepted-In Progress,Ewa,Mon Feb 06 16:19:29 CET 2012,Rolle 1,34235690,2,2,0.6673804505729133
1-435825107,Completed-Closed,Ewa,Mon Feb 06 16:22:02 CET 2012,Rolle 1,153,4,2,0.19376370221952183
1-437141508,Accepted-In Progress,Fredrik,Mon Jan 10 19:01:33 CET 2011,Rolle 1,0,2,2,0.0
1-437141508,Completed-Closed,Fredrik,Tue May 22 18:06:56 CEST 2012,Rolle 1,43020323,4,2,0.6761667942517405
1-438526021,Accepted-In Progress,Eric,Wed Jan 12 16:59:25 CET 2011,Rolle 1,0,2,2,0.0
1-438526021,Accepted-Wait,Eric,Wed May 04 08:20:36 CEST 2011,Rolle 1,9642071,5,2,0.6186358350634088
1-438526021,Completed-Closed,Eric,Mon Jan 09 10:16:26 CET 2012,Rolle 1,21610550,4,2,0.6496816209294326
1-438897551,Accepted-In Progress,Agneta,Thu Jan 13 10:01:34 CET 2011,Rolle 1,0,2,2,0.0
1-438897551,Completed-Closed,Agneta,Tue Jan 10 12:24:45 CET 2012,Rolle 1,31285391,4,2,0.6639137742427977
1-439833168,Accepted-In Progress,Per,Fri Jan 14 13:10:28 CET 2011,Rolle 1,0,2,2,0.0
1-439833168,Accepted-Wait,Per,Fri Jan 14 14:54:33 CET 2011,Rolle 1,6245,5,2,0.33620248017345516
1-439833168,Completed-Closed,Per,Wed Feb 29 15:27:57 CET 2012,Rolle 1,35512404,4,2,0.6687889099690427
1-439863114,Accepted-In Progress,Eric,Fri Jan 14 13:39:54 CET 2011,Rolle 1,0,2,2,0.0
1-439863114,Accepted-Wait,Eric,Wed May 04 08:27:15 CEST 2011,Rolle 1,9481641,5,2,0.6179903917780707
1-439863114,Completed-Closed,Eric,Mon Jan 09 10:30:57 CET 2012,Rolle 1,21611022,4,2,0.6496824611164674
1-440576028,Accepted-In Progress,Virginie,Mon Jan 17 11:12:41 CET 2011,Rolle 1,0,2,2,0.0
1-440576028,Completed-Closed,Virginie,Fri Jan 06 17:48:18 CET 2012,Rolle 1,30609337,4,2,0.6630733868256126
1-441507371,Accepted-In Progress,Ing-Marie,Tue Jan 18 10:35:34 CET 2011,Rolle 1,0,2,2,0.0
1-441507371,Queued-Awaiting Assignment,Ing-Marie,Tue Jan 18 10:46:33 CET 2011,Rolle 1,659,1,2,0.24974632985981027
1-441507371,Accepted-In Progress,Suresh,Wed Feb 01 12:02:01 CET 2012,Rolle 1,32750128,2,2,0.6656739215682294
1-441507371,Completed-Closed,Suresh,Thu Mar 01 10:35:17 CET 2012,Rolle 1,2500396,4,2,0.5667155025732501
1-442885842,Accepted-In Progress,Ulrika,Thu Jan 20 11:53:13 CET 2011,Rolle 1,0,2,2,0.0
1-442885842,Queued-Awaiting Assignment,Ulrika,Thu Jan 20 15:54:48 CET 2011,Rolle 1,14495,1,2,0.36859027006939965
1-442885842,Accepted-In Progress,Johan,Fri Jan 21 14:02:48 CET 2011,Rolle 1,79680,2,2,0.4341465834891257
1-442885842,Accepted-In Progress,Viktoria,Tue Jan 25 10:37:56 CET 2011,Rolle 1,333308,2,2,0.4891964127199738
1-442885842,Queued-Awaiting Assignment,Ulrika,Thu Jan 27 16:38:51 CET 2011,Rolle 1,194455,1,2,0.4684671532485106
1-442885842,Accepted-In Progress,Daniel,Wed Apr 11 16:42:15 CEST 2012,Rolle 1,38012604,2,2,0.6714061387825073
1-442885842,Completed-Closed,Daniel,Wed Apr 11 16:42:43 CEST 2012,Rolle 1,28,4,2,0.12953461308607275
1-443175071,Accepted-In Progress,Katarina,Thu Jan 20 17:18:05 CET 2011,Rolle 1,0,2,2,0.0
1-443175071,Accepted-Wait,Katarina,Mon Mar 21 17:30:18 CET 2011,Rolle 1,5184733,5,2,0.5947693431075785
1-443175071,Completed-Closed,Katarina,Mon Mar 19 08:18:42 CET 2012,Rolle 1,31416504,4,2,0.6640746535778925
1-443637654,Accepted-In Progress,Carolyn,Fri Jan 21 11:44:13 CET 2011,Rolle 1,0,2,2,0.0
1-443637654,Queued-Awaiting Assignment,Carolyn,Fri Jan 21 11:49:53 CET 2011,Rolle 1,340,1,2,0.22434341334999436
1-443637654,Accepted-In Progress,Padmanabha,Fri Jan 21 12:00:03 CET 2011,Rolle 1,610,2,2,0.24677876387215805
1-443637654,Accepted-Assigned,Carolyn,Fri Jan 21 12:03:23 CET 2011,Rolle 1,200,3,2,0.20400985955120626
1-443637654,Accepted-In Progress,Ewa,Fri Feb 03 17:52:12 CET 2012,Rolle 1,32680129,2,2,0.6655916124560163
1-443637654,Completed-Closed,Ewa,Fri Feb 03 18:54:14 CET 2012,Rolle 1,3722,4,2,0.3162984690097074
1-448698916,Accepted-In Progress,Ann,Mon Jan 24 10:44:16 CET 2011,Rolle 1,0,2,2,0.0
1-448698916,Accepted-Wait,Ann,Fri Dec 16 10:31:22 CET 2011,Rolle 1,28165626,5,2,0.6598727053239474
1-448698916,Completed-Closed,Ann,Fri Mar 30 13:22:49 CEST 2012,Rolle 1,9078687,4,2,0.6163197913775558
1-454389870,Accepted-In Progress,Per,Wed Jan 26 10:09:40 CET 2011,Rolle 1,0,2,2,0.0
1-454389870,Accepted-Assigned,Per,Tue May 03 09:37:30 CEST 2011,Rolle 1,8375270,3,2,0.6132174559260758
1-454389870,Accepted-In Progress,Per,Thu Jun 30 11:05:09 CEST 2011,Rolle 1,5016459,2,2,0.5935001141780332
1-454389870,Completed-Closed,Per,Thu Jun 30 11:05:10 CEST 2011,Rolle 1,1,4,2,0.026664289797756018
1-454389870,Accepted-In Progress,Mikael,Wed Dec 07 15:57:44 CET 2011,Rolle 1,13845154,2,2,0.6325536903448924
1-454389870,Accepted-Assigned,Erik,Wed Dec 07 15:59:59 CET 2011,Rolle 1,135,3,2,0.18898216312992633
1-454389870,Accepted-In Progress,Erik,Thu Dec 08 09:23:44 CET 2011,Rolle 1,62625,2,2,0.42488143556973407
1-454389870,Accepted-Wait,Erik,Tue Jan 03 15:24:34 CET 2012,Rolle 1,2268050,5,2,0.5629637278030877
1-454389870,Completed-Closed,Erik,Mon May 07 12:24:46 CEST 2012,Rolle 1,10785612,4,2,0.6229472658461044
1-457173714,Accepted-In Progress,Ann,Thu Jan 27 09:36:28 CET 2011,Rolle 1,0,2,2,0.0
1-457173714,Accepted-Wait,Ann,Fri Dec 16 10:31:05 CET 2011,Rolle 1,27910477,5,2,0.6595226363813593
1-457173714,Completed-Closed,Ann,Mon May 28 10:34:01 CEST 2012,Rolle 1,14166176,4,2,0.6334354588957826
1-467257506,Accepted-In Progress,Carolyn,Mon Jan 31 11:53:06 CET 2011,Rolle 1,0,2,2,0.0
1-467257506,Accepted-Wait,Carolyn,Mon Jan 31 11:56:41 CET 2011,Rolle 1,215,5,2,0.20677856770668304
1-467257506,Queued-Awaiting Assignment,Carolyn,Mon Jan 31 12:44:27 CET 2011,Rolle 1,2866,1,2,0.30624806593166615
1-467257506,Accepted-In Progress,Santhosh,Mon Jan 31 12:50:48 CET 2011,Rolle 1,381,2,2,0.228711047990372
1-467257506,Accepted-Assigned,Carolyn,Mon Jan 31 12:54:11 CET 2011,Rolle 1,203,3,2,0.20457977276997527
1-467257506,Accepted-In Progress,Ewa,Thu Feb 02 22:12:41 CET 2012,Rolle 1,31742310,2,2,0.6644715374998179
1-467257506,Completed-Closed,Ewa,Thu Feb 02 22:15:00 CET 2012,Rolle 1,139,4,2,0.19009726841404093
1-470328307,Accepted-In Progress,Carolyn,Tue Feb 01 12:17:44 CET 2011,Rolle 1,0,2,2,0.0
1-470328307,Queued-Awaiting Assignment,Carolyn,Tue Feb 01 12:21:09 CET 2011,Rolle 1,205,1,2,0.20495507758741777
1-470328307,Accepted-In Progress,Santhosh,Tue Feb 01 12:31:33 CET 2011,Rolle 1,624,2,2,0.24765025444651267
1-470328307,Accepted-Assigned,Carolyn,Tue Feb 01 12:33:47 CET 2011,Rolle 1,134,3,2,0.18869826192504316
1-470328307,Accepted-In Progress,Ewa,Mon Feb 06 16:26:06 CET 2012,Rolle 1,31981939,2,2,0.6647608526912434
1-470328307,Completed-Closed,Ewa,Mon Feb 06 16:33:44 CET 2012,Rolle 1,458,4,2,0.23577499205007324
1-470714850,Accepted-In Progress,Carolyn,Wed Feb 02 05:11:29 CET 2011,Rolle 1,0,2,2,0.0
1-470714850,Queued-Awaiting Assignment,Carolyn,Wed Feb 02 05:16:19 CET 2011,Rolle 1,290,1,2,0.21824388810181417
1-470714850,Accepted-In Progress,Santhosh,Wed Feb 02 11:17:33 CET 2011,Rolle 1,21674,2,2,0.38406561413437784
1-470714850,Accepted-Assigned,Carolyn,Wed Feb 02 11:20:56 CET 2011,Rolle 1,203,3,2,0.20457977276997527
1-470714850,Accepted-In Progress,Ewa,Mon Feb 06 16:17:39 CET 2012,Rolle 1,31899403,2,2,0.6646614486204725
1-470714850,Completed-Closed,Ewa,Mon Feb 06 16:19:18 CET 2012,Rolle 1,99,4,2,0.1771537068187684
1-473084325,Accepted-In Progress,Brijesh,Wed Feb 02 09:17:45 CET 2011,Rolle 1,0,2,2,0.0
1-473084325,Queued-Awaiting Assignment,Brijesh,Wed Feb 02 12:55:48 CET 2011,Rolle 1,13083,1,2,0.3646479229332852
1-473084325,Queued-Awaiting Assignment,Martin,Thu Feb 03 10:33:47 CET 2011,Rolle 1,77879,1,2,0.4332671187025056
1-473084325,Accepted-In Progress,Joachim,Fri Feb 04 13:27:44 CET 2011,Rolle 1,96837,2,2,0.44164824892503585
1-473084325,Accepted-In Progress,Joachim,Fri Feb 04 13:27:55 CET 2011,Rolle 1,11,2,2,0.09559047903331704
1-473084325,Accepted-Wait,Joachim,Fri Feb 04 13:34:33 CET 2011,Rolle 1,398,5,2,0.2303859949030266
1-473084325,Queued-Awaiting Assignment,Olivier,Tue Sep 13 17:53:00 CEST 2011,Rolle 1,19106307,1,2,0.6449437277970974
1-473084325,Accepted-In Progress,Cyril,Thu Sep 15 10:13:21 CEST 2011,Rolle 1,145221,2,2,0.45723658839161535
1-473084325,Queued-Awaiting Assignment,Jonas,Thu Sep 15 10:16:36 CEST 2011,Rolle 1,195,1,2,0.2030408300093135
1-473084325,Queued-Awaiting Assignment,Olivier,Fri Sep 16 12:27:06 CEST 2011,Rolle 1,94230,1,2,0.44059843504987556
1-473084325,Accepted-Assigned,Bruno,Wed Nov 23 17:44:01 CET 2011,Rolle 1,5897815,3,2,0.5997265236132535
1-473084325,Accepted-Assigned,Robert,Mon Nov 28 13:20:25 CET 2011,Rolle 1,416184,3,2,0.4977387097963196
1-473084325,Queued-Awaiting Assignment,Britt,Thu Feb 02 16:48:22 CET 2012,Rolle 1,5714877,1,2,0.5985144153013426
1-473084325,Accepted-In Progress,Britt,Mon Feb 06 10:26:00 CET 2012,Rolle 1,322658,2,2,0.4879471905796675
1-473084325,Accepted-Wait,Britt,Mon Feb 06 12:32:58 CET 2012,Rolle 1,7618,5,2,0.3438463077553622
1-473084325,Completed-Closed,Britt,Wed Mar 14 13:52:06 CET 2012,Rolle 1,3201548,4,2,0.5762243326588488
1-475885658,Accepted-In Progress,Nagaraj,Thu Feb 03 08:46:37 CET 2011,Rolle 1,0,2,2,0.0
1-475885658,Accepted-Assigned,Nagaraj,Wed Aug 31 10:19:47 CEST 2011,Rolle 1,18059590,3,2,0.6427763528243962
1-475885658,Accepted-Wait,Nagaraj,Mon Sep 05 07:42:45 CEST 2011,Rolle 1,422578,5,2,0.4983252203320739
1-475885658,Completed-Closed,Nagaraj,Thu Sep 15 09:03:05 CEST 2011,Rolle 1,868820,4,2,0.5260517594391002
1-475885658,Accepted-In Progress,Kelly,Wed Nov 23 03:06:00 CET 2011,Rolle 1,5943775,2,2,0.6000251352051157
1-475885658,Queued-Awaiting Assignment,Denis,Wed Nov 23 03:07:23 CET 2011,Rolle 1,83,1,2,0.17044660424021774
1-475885658,Accepted-In Progress,Nagaraj,Wed Nov 23 05:34:05 CET 2011,Rolle 1,8802,2,2,0.34940297543247983
1-475885658,Accepted-Wait,Nagaraj,Wed Nov 23 05:34:17 CET 2011,Rolle 1,12,5,2,0.09866959702364068
1-475885658,Queued-Awaiting Assignment,Rafal,Wed Nov 23 07:01:26 CET 2011,Rolle 1,5229,1,2,0.3293731789973441
1-475885658,Queued-Awaiting Assignment,Pranesh,Thu Dec 01 08:21:50 CET 2011,Rolle 1,696024,1,2,0.5175213238891128
1-475885658,Accepted-In Progress,Nagaraj,Wed Feb 01 12:46:08 CET 2012,Rolle 1,5372658,2,2,0.5961389890051936
1-475885658,Queued-Awaiting Assignment,Denis,Wed Feb 01 12:46:34 CET 2012,Rolle 1,26,1,2,0.126785698313415
1-475885658,Accepted-In Progress,Nagaraj,Wed Feb 01 12:46:35 CET 2012,Rolle 1,1,2,2,0.026664289797756018
1-475885658,Queued-Awaiting Assignment,Denis,Wed Feb 01 12:46:52 CET 2012,Rolle 1,17,1,2,0.111188088673366
1-475885658,Accepted-In Progress,P,Mon Feb 20 06:22:51 CET 2012,Rolle 1,1618559,2,2,0.5499850918123952
1-475885658,Accepted-Wait,P,Mon Feb 20 07:15:14 CET 2012,Rolle 1,3143,5,2,0.3097959980142706
1-475885658,Queued-Awaiting Assignment,Rafal,Tue Feb 21 10:23:12 CET 2012,Rolle 1,97678,1,2,0.44198088986129763
1-475885658,Accepted-In Progress,Rafal,Tue Feb 21 12:46:17 CET 2012,Rolle 1,8585,2,2,0.34844281848794356
1-475885658,Queued-Awaiting Assignment,Denis,Tue Feb 21 12:48:45 CET 2012,Rolle 1,148,1,2,0.19249400152844065
1-475885658,Accepted-In Progress,P,Tue Feb 21 13:05:44 CET 2012,Rolle 1,1019,2,2,0.26649233638160347
1-475885658,Completed-Closed,P,Tue Feb 21 13:11:24 CET 2012,Rolle 1,340,4,2,0.22434341334999436
1-475885658,Accepted-In Progress,Anna,Wed Feb 22 09:35:04 CET 2012,Rolle 1,73420,2,2,0.4309990510162475
1-475885658,Queued-Awaiting Assignment,Denis,Wed Feb 22 09:38:05 CET 2012,Rolle 1,181,1,2,0.20019001202829742
1-475885658,Accepted-In Progress,P,Wed Feb 22 12:32:16 CET 2012,Rolle 1,10451,2,2,0.356008036170359
1-475885658,Queued-Awaiting Assignment,Denis,Wed Feb 22 12:33:12 CET 2012,Rolle 1,56,1,2,0.1555298696961259
1-475885658,Accepted-In Progress,P,Wed Feb 22 12:33:56 CET 2012,Rolle 1,44,2,2,0.14643636248723815
1-475885658,Accepted-Assigned,David,Wed Feb 22 12:34:25 CET 2012,Rolle 1,29,3,2,0.13083875284718918
1-475885658,Accepted-Wait,David,Mon Feb 27 15:51:51 CET 2012,Rolle 1,443846,5,2,0.5002141551899701
1-475885658,Completed-Closed,David,Thu Apr 12 04:16:30 CEST 2012,Rolle 1,3842679,4,2,0.583246180059721
1-479002951,Accepted-In Progress,Per,Fri Feb 04 14:21:41 CET 2011,Rolle 1,0,2,2,0.0
1-479002951,Accepted-Wait,Per,Sun Mar 13 13:11:06 CET 2011,Rolle 1,3192565,5,2,0.5761162450777436
1-479002951,Completed-Closed,Per,Wed Feb 29 14:27:21 CET 2012,Rolle 1,30503775,4,2,0.6629404919657467
1-489198755,Accepted-In Progress,Katarina,Tue Feb 08 16:10:53 CET 2011,Rolle 1,0,2,2,0.0
1-489198755,Accepted-Wait,Katarina,Mon Mar 21 17:26:55 CET 2011,Rolle 1,3546962,5,2,0.5801656930632367
1-489198755,Completed-Closed,Katarina,Tue Feb 14 16:45:26 CET 2012,Rolle 1,28509511,4,2,0.6603395372227376
1-494629702,Accepted-In Progress,Linda,Thu Feb 10 08:09:38 CET 2011,Rolle 1,0,2,2,0.0
1-494629702,Accepted-In Progress,Linda,Wed Feb 08 14:39:15 CET 2012,Rolle 1,31386577,2,2,0.6640379915225944
1-494629702,Completed-Closed,Linda,Wed Feb 08 14:41:05 CET 2012,Rolle 1,110,4,2,0.18116827366683075
1-494871141,Accepted-In Progress,Åsa,Thu Feb 10 13:11:43 CET 2011,Rolle 1,0,2,2,0.0
1-494871141,Queued-Awaiting Assignment,Åsa,Tue Feb 15 14:09:10 CET 2011,Rolle 1,435447,1,2,0.4994792340467858
1-494871141,Accepted-In Progress,Anders,Tue Feb 15 14:42:18 CET 2011,Rolle 1,1988,2,2,0.29218268963590893
1-494871141,Accepted-Wait,Anders,Wed Feb 23 10:10:50 CET 2011,Rolle 1,674912,5,2,0.5163364272909547
1-494871141,Completed-Closed,Anders,Thu Feb 02 12:55:27 CET 2012,Rolle 1,29731477,4,2,0.6619540023484229
1-495101458,Accepted-In Progress,Gustav,Thu Feb 10 15:22:20 CET 2011,Rolle 1,0,2,2,0.0
1-495101458,Accepted-In Progress,Gustav,Tue Feb 21 15:29:33 CET 2012,Rolle 1,32486833,2,2,0.6653634042759821
1-495101458,Completed-Closed,Gustav,Tue Feb 21 15:29:35 CET 2012,Rolle 1,2,4,2,0.04226189943780499
1-497807633,Accepted-In Progress,Carolyn,Wed Feb 16 08:51:55 CET 2011,Rolle 1,0,2,2,0.0
1-497807633,Queued-Awaiting Assignment,Carolyn,Wed Feb 16 09:05:00 CET 2011,Rolle 1,785,1,2,0.2564674184187586
1-497807633,Accepted-In Progress,Padmanabha,Wed Feb 16 10:22:59 CET 2011,Rolle 1,4679,2,2,0.3250988289041469
1-497807633,Accepted-Assigned,Carolyn,Wed Feb 16 10:23:08 CET 2011,Rolle 1,9,3,2,0.0885768534093842
1-497807633,Accepted-In Progress,Ewa,Mon Jan 30 12:45:03 CET 2012,Rolle 1,30075715,2,2,0.6623968401991969
1-497807633,Completed-Closed,Ewa,Mon Jan 30 12:47:13 CET 2012,Rolle 1,130,4,2,0.18754122918319754
1-498002861,Accepted-In Progress,Maria,Wed Feb 16 13:36:35 CET 2011,Rolle 1,0,2,2,0.0
1-498002861,Accepted-Wait,Maria,Thu Oct 27 16:58:55 CEST 2011,Rolle 1,21867740,5,2,0.6501367360080108
1-498002861,Completed-Closed,Maria,Wed Apr 18 09:46:11 CEST 2012,Rolle 1,15007636,4,2,0.6356551640860012
1-498324124,Accepted-In Progress,Michal,Wed Feb 16 16:40:03 CET 2011,Rolle 1,0,2,2,0.0
1-498324124,Accepted-Assigned,Michal,Thu Feb 17 12:13:53 CET 2011,Rolle 1,70430,3,2,0.4293996683189976
1-498324124,Accepted-Assigned,Michal,Tue Apr 19 14:41:04 CEST 2011,Rolle 1,5275631,3,2,0.5954379224202841
1-498324124,Accepted-Wait,Leszek,Tue Apr 19 17:06:09 CEST 2011,Rolle 2,8705,5,4,0.3489767401562854
1-498324124,Accepted-Wait,Leszek,Mon Aug 22 08:26:48 CEST 2011,Rolle 2,10768839,5,4,0.6228873959666057
1-498324124,Accepted-Assigned,Miroslawa,Wed Oct 12 11:55:22 CEST 2011,Rolle 1,4418914,3,2,0.5886211499920542
1-498324124,Accepted-Wait,Miroslawa,Mon Dec 05 13:10:34 CET 2011,Rolle 1,4673712,5,2,0.5907776768100855
1-498324124,Accepted-Wait,Miroslawa,Fri Jan 13 10:31:51 CET 2012,Rolle 1,3360077,5,2,0.5780834904802273
1-498324124,Completed-Closed,Miroslawa,Wed Jan 18 15:02:50 CET 2012,Rolle 1,448259,4,2,0.5005947431788834
1-499289128,Accepted-In Progress,Carolyn,Fri Feb 18 06:03:37 CET 2011,Rolle 1,0,2,2,0.0
1-499289128,Queued-Awaiting Assignment,Carolyn,Fri Feb 18 06:09:51 CET 2011,Rolle 1,374,1,2,0.22799959027268948
1-499289128,Accepted-In Progress,Padmanabha,Fri Feb 18 10:31:26 CET 2011,Rolle 1,15695,2,2,0.3716497863071157
1-499289128,Accepted-Assigned,Carolyn,Fri Feb 18 10:31:49 CET 2011,Rolle 1,23,3,2,0.12225476883107306
1-499289128,Accepted-In Progress,Ewa,Mon Feb 06 21:51:52 CET 2012,Rolle 1,30540003,2,2,0.6629861521381474
1-499289128,Completed-Closed,Ewa,Mon Feb 06 21:53:03 CET 2012,Rolle 1,71,4,2,0.16451666826887804
1-499289256,Accepted-In Progress,Carolyn,Fri Feb 18 06:16:59 CET 2011,Rolle 1,0,2,2,0.0
1-499289256,Queued-Awaiting Assignment,Carolyn,Fri Feb 18 06:21:17 CET 2011,Rolle 1,258,1,2,0.21376249943592648
1-499289256,Accepted-In Progress,Padmanabha,Fri Feb 18 10:35:13 CET 2011,Rolle 1,15236,2,2,0.3705080729632134
1-499289256,Accepted-Assigned,Carolyn,Fri Feb 18 10:35:20 CET 2011,Rolle 1,7,3,2,0.07999286939326805
1-499289256,Accepted-In Progress,Ewa,Mon Jan 30 13:02:57 CET 2012,Rolle 1,29903257,2,2,0.6621756224012061
1-499289256,Completed-Closed,Ewa,Mon Jan 30 13:03:12 CET 2012,Rolle 1,15,4,2,0.10665715919102407
1-499540955,Accepted-In Progress,Carolyn,Fri Feb 18 11:21:02 CET 2011,Rolle 1,0,2,2,0.0
1-499540955,Queued-Awaiting Assignment,Carolyn,Fri Feb 18 11:25:40 CET 2011,Rolle 1,278,1,2,0.21662392501073927
1-499540955,Accepted-In Progress,Padmanabha,Fri Feb 18 11:38:02 CET 2011,Rolle 1,742,2,2,0.2543031552964523
1-499540955,Accepted-Assigned,Carolyn,Fri Feb 18 11:39:05 CET 2011,Rolle 1,63,3,2,0.1599857387865361
1-499540955,Queued-Awaiting Assignment,Hannes,Fri Oct 14 20:21:36 CEST 2011,Rolle 1,20590951,1,2,0.6478224446880303
